date,ticker,close
2025-02-24,AAA,109.0645
2025-02-24,BBB,80.0502
2025-02-24,CCC,57.6616
2025-02-25,AAA,109.3612
2025-02-25,BBB,80.5080
2025-02-25,CCC,57.8535
2025-02-26,AAA,109.5887
2025-02-26,BBB,80.9654
2025-02-26,CCC,58.0945
2025-02-27,AAA,109.7424
2025-02-27,BBB,81.4083
2025-02-27,CCC,58.3555
2025-02-28,AAA,109.8219
2025-02-28,BBB,81.8229
2025-02-28,CCC,58.6057
2025-03-01,AAA,109.8316
2025-03-01,BBB,82.1968
2025-03-01,CCC,58.8158
2025-03-02,AAA,109.7803
2025-03-02,BBB,82.5189
2025-03-02,CCC,58.9614
2025-03-03,AAA,109.6805
2025-03-03,BBB,82.7805
2025-03-03,CCC,59.0260
2025-03-04,AAA,109.5478
2025-03-04,BBB,82.9751
2025-03-04,CCC,59.0026
2025-03-05,AAA,109.3996
2025-03-05,BBB,83.0990
2025-03-05,CCC,58.8952
2025-03-06,AAA,109.2545
2025-03-06,BBB,83.1511
2025-03-06,CCC,58.7179
2025-03-07,AAA,109.1309
2025-03-07,BBB,83.1334
2025-03-07,CCC,58.4937
2025-03-08,AAA,109.0459
2025-03-08,BBB,83.0506
2025-03-08,CCC,58.2520
2025-03-09,AAA,109.0139
2025-03-09,BBB,82.9099
2025-03-09,CCC,58.0255
2025-03-10,AAA,109.0463
2025-03-10,BBB,82.7211
2025-03-10,CCC,57.8464
2025-03-11,AAA,109.1505
2025-03-11,BBB,82.4955
2025-03-11,CCC,57.7428
2025-03-12,AAA,109.3292
2025-03-12,BBB,82.2461
2025-03-12,CCC,57.7361
2025-03-13,AAA,109.5808
2025-03-13,BBB,81.9870
2025-03-13,CCC,57.8378
2025-03-14,AAA,109.8988
2025-03-14,BBB,81.7323
2025-03-14,CCC,58.0488
2025-03-15,AAA,110.2729
2025-03-15,BBB,81.4963
2025-03-15,CCC,58.3588
2025-03-16,AAA,110.6890
2025-03-16,BBB,81.2924
2025-03-16,CCC,58.7475
2025-03-17,AAA,111.1307
2025-03-17,BBB,81.1326
2025-03-17,CCC,59.1866
2025-03-18,AAA,111.5799
2025-03-18,BBB,81.0273
2025-03-18,CCC,59.6427
2025-03-19,AAA,112.0178
2025-03-19,BBB,80.9847
2025-03-19,CCC,60.0811
2025-03-20,AAA,112.4266
2025-03-20,BBB,81.0105
2025-03-20,CCC,60.4690
2025-03-21,AAA,112.7903
2025-03-21,BBB,81.1076
2025-03-21,CCC,60.7793
2025-03-22,AAA,113.0955
2025-03-22,BBB,81.2762
2025-03-22,CCC,60.9931
2025-03-23,AAA,113.3326
2025-03-23,BBB,81.5135
2025-03-23,CCC,61.1019
2025-03-24,AAA,113.4962
2025-03-24,BBB,81.8141
2025-03-24,CCC,61.1082
2025-03-25,AAA,113.5854
2025-03-25,BBB,82.1699
2025-03-25,CCC,61.0251
2025-03-26,AAA,113.6040
2025-03-26,BBB,82.5708
2025-03-26,CCC,60.8745
2025-03-27,AAA,113.5602
2025-03-27,BBB,83.0047
2025-03-27,CCC,60.6851
2025-03-28,AAA,113.4660
2025-03-28,BBB,83.4584
2025-03-28,CCC,60.4885
2025-03-29,AAA,113.3366
2025-03-29,BBB,83.9177
2025-03-29,CCC,60.3161
2025-03-30,AAA,113.1894
2025-03-30,BBB,84.3683
2025-03-30,CCC,60.1953
2025-03-31,AAA,113.0428
2025-03-31,BBB,84.7963
2025-03-31,CCC,60.1467
